id,年龄,每月补贴积分,自理能力,居住情况,性别,婚姻状况,留存天数,观察期最后一次购买日期,第一次,最后一次,花费积分总数,总次数,月均次数,次均积分,家政服务,精神慰藉,生活照料,医疗保健,最大消费积分数,购买概率,购买天数,时间间隔,用户流失,最后一次距离12/31天数
1070,91,200,2, ,1,1,20,2020/6/29,2020/6/9,2021/12/18,600,12,12,50,8,1,1,2,100,6,2,10,0,13
1071,91,200,2,与子女同住,0,1,529,2020/6/20,2019/1/8,2021/12/29,2766,41,2.325141777,67.46341463,41,0,0,0,150,3.153846154,13,40.69230769,0,2
1072,91,200,2,与子女同住,0,1,199,2020/1/12,2019/6/27,2021/12/28,1450.8,29,4.371859296,50.02758621,28,0,1,0,99,3.625,8,24.875,0,3
1073,91,400,0,与配偶及子女同住,1,1,521,2020/6/27,2019/1/23,2021/12/20,4074,59,3.39731286,69.05084746,59,0,0,0,300,3.277777778,18,28.94444444,0,11
1074,91,400,0,与子女同住,0,3,528,2020/6/20,2019/1/9,2021/12/23,5982,84,4.772727273,71.21428571,74,2,4,4,146,3.5,24,22,0,8
1075,91,400,0,与子女同住,1,3,533,2020/6/26,2019/1/10,2021/12/20,5455,97,5.459662289,56.2371134,89,4,4,0,100,3.344827586,29,18.37931034,0,11
1076,91,200,2, ,1,3,520,2020/6/24,2019/1/21,2021/12/22,3000,70,4.038461538,42.85714286,44,1,22,3,110,3.333333333,21,24.76190476,0,9
1077,91,400,0, ,1,1,530,2020/6/29,2019/1/16,2021/12/22,5673,112,6.339622642,50.65178571,110,1,1,0,120,3.111111111,36,14.72222222,0,9
1078,91,400,0,与配偶及子女同住,0,1,532,2020/6/20,2019/1/5,2021/12/22,6000,102,5.751879699,58.82352941,73,5,16,8,140,3.517241379,29,18.34482759,0,9
1079,91,300,1, ,0,1,513,2020/6/10,2019/1/14,2021/12/15,4280,74,4.32748538,57.83783784,7,16,15,36,120,3.523809524,21,24.42857143,0,16
1080,91,300,0,与子女同住,0,1,530,2020/6/21,2019/1/8,2021/12/15,6500,88,4.981132075,73.86363636,51,2,1,34,140,2.444444444,36,14.72222222,0,16
1081,91,400,0, ,0,3,536,2020/6/29,2019/1/10,2021/12/29,5974,108,6.044776119,55.31481481,106,1,1,0,110,3.375,32,16.75,0,2
1082,91,200,2,与配偶及子女同住,1,3,477,2020/6/27,2019/3/8,2021/12/20,2800,62,3.899371069,45.16129032,44,1,15,2,100,3.647058824,17,28.05882353,0,11
1083,91,300,1, ,1,3,523,2020/6/27,2019/1/21,2021/12/15,3750,53,3.040152964,70.75471698,53,0,0,0,150,3.3125,16,32.6875,0,16
1084,91,200,2,偶居,1,1,527,2020/6/28,2019/1/18,2021/12/14,2080,37,2.10626186,56.21621622,33,1,2,1,90,2.642857143,14,37.64285714,0,17
1085,91,100,3,偶居,1,0,454,2020/6/16,2019/3/20,2021/12/5,925,19,1.255506608,48.68421053,19,0,0,0,76.8,3.8,5,90.8,0,26
1086,91,200,2, ,0,1,513,2020/6/12,2019/1/16,2021/12/23,2796,41,2.397660819,68.19512195,41,0,0,0,150,3.153846154,13,39.46153846,0,8
1087,90,200,2, ,0,1,501,2020/6/14,2019/1/30,2021/12/30,2314,44,2.634730539,52.59090909,44,0,0,0,150,3.142857143,14,35.78571429,0,1
1088,90,200,2, ,0,1,532,2020/6/23,2019/1/8,2021/12/20,2800,61,3.439849624,45.90163934,47,7,3,4,100,2.904761905,21,25.33333333,0,11
1089,90,200,2,与子女同住,1,3,8,2020/6/27,2020/6/19,2021/12/15,430.8,10,10,43.08,9,1,0,0,74,5,2,4,0,16
1090,90,200,2,与子女同住,0,1,531,2020/6/23,2019/1/9,2021/12/24,2804.7,49,2.768361582,57.23877551,46,0,3,0,108,3.0625,16,33.1875,0,7
1091,90,200,2,与子女同住,1,3,514,2020/6/11,2019/1/14,2021/12/29,3041.2,56,3.26848249,54.30714286,55,0,1,0,108,3.733333333,15,34.26666667,0,2
1092,90,300,1, ,0,1,527,2020/6/29,2019/1/19,2021/12/17,4500,59,3.358633776,76.27118644,40,1,8,10,140,3.105263158,19,27.73684211,0,14
1093,90,200,2,与子女同住,1,1,526,2020/6/18,2019/1/9,2021/12/24,2811,70,3.992395437,40.15714286,68,0,2,0,90,3.684210526,19,27.68421053,0,7
1094,90,200,2,与配偶及子女同住,1,0,174,2019/12/15,2019/6/24,2021/12/27,2360,32,5.517241379,73.75,32,0,0,0,120,2.909090909,11,15.81818182,0,4
1095,90,200,2, ,1,0,516,2020/6/27,2019/1/28,2021/12/23,2943,41,2.38372093,71.7804878,41,0,0,0,150,3.153846154,13,39.69230769,0,8
1096,90,400,0, ,0,1,534,2020/6/24,2019/1/7,2021/12/26,5193,84,4.719101124,61.82142857,78,4,2,0,110,3.36,25,21.36,0,5
1097,90,200,2,与其他人同住,1,1,16,2020/6/30,2020/6/14,2021/12/26,598,16,16,37.375,8,2,6,0,60,5.333333333,3,5.333333333,0,5
1098,90,300,1, ,1,1,531,2020/6/21,2019/1/7,2021/12/17,4473,117,6.610169492,38.23076923,105,7,1,4,60,3.441176471,34,15.61764706,0,14
1099,90,400,0,与子女同住,1,1,278,2019/10/21,2019/1/16,2021/12/22,4035,88,9.496402878,45.85227273,45,1,20,22,120,7.333333333,12,23.16666667,0,9
1100,90,300,1, ,0,1,522,2020/6/27,2019/1/22,2021/12/16,3900,61,3.505747126,63.93442623,61,0,0,0,300,2.772727273,22,23.72727273,0,15
1101,90,200,2,与子女同住,0,1,508,2020/6/9,2019/1/18,2021/12/30,2749.6,71,4.192913386,38.72676056,68,0,3,0,76.5,4.176470588,17,29.88235294,0,1
1102,90,200,2,与子女同住,0,3,525,2020/6/23,2019/1/15,2021/12/21,3000,26,1.485714286,115.3846154,25,0,0,1,170,1.625,16,32.8125,0,10
1103,90,200,2,与子女同住,1,1,510,2020/6/9,2019/1/16,2021/12/26,2988,70,4.117647059,42.68571429,58,0,11,1,120,5.384615385,13,39.23076923,0,5
1104,90,400,0, ,1,3,525,2020/6/29,2019/1/21,2021/12/24,5598,111,6.342857143,50.43243243,66,1,39,5,140,5.045454545,22,23.86363636,0,7
1105,90,400,0, ,0,3,539,2020/6/29,2019/1/7,2021/12/29,5600,121,6.734693878,46.28099174,75,12,6,28,120,2.951219512,41,13.14634146,0,2
1106,90,300,0, ,0,3,525,2020/6/26,2019/1/18,2021/12/15,4375,75,4.285714286,58.33333333,74,0,1,0,105,3.125,24,21.875,0,16
1107,90,200,2,与子女同住,0,1,520,2020/6/12,2019/1/9,2021/12/30,2692.2,52,3,51.77307692,51,0,1,0,104.4,4.333333333,12,43.33333333,0,1
1108,90,300,1, ,0,,517,2020/6/20,2019/1/20,2021/12/23,4464.96,75,4.352030948,59.5328,69,2,4,0,105,3.125,24,21.54166667,0,8
1109,90,200,2,偶居,0,1,533,2020/6/27,2019/1/11,2021/12/20,2784.55,83,4.671669794,33.54879518,68,0,15,0,67.5,3.458333333,24,22.20833333,0,11
1110,89,200,2,与子女同住,1,1,536,2020/6/30,2019/1/11,2021/12/13,3000,49,2.742537313,61.2244898,42,0,7,0,140,4.083333333,12,44.66666667,0,18
1111,89,400,1, ,0,1,539,2020/6/30,2019/1/8,2021/12/20,5874.6,66,3.673469388,89.00909091,65,0,1,0,150,2.538461538,26,20.73076923,0,11
1112,89,300,1, ,0,,527,2020/6/23,2019/1/13,2021/12/23,4475,55,3.130929791,81.36363636,55,0,0,0,150,3.928571429,14,37.64285714,0,8
1113,89,200,2,与子女同住,0,1,523,2020/6/28,2019/1/22,2021/12/22,2964,42,2.40917782,70.57142857,40,0,2,0,140,3.818181818,11,47.54545455,0,9
1114,89,300,1, ,0,3,531,2020/6/24,2019/1/10,2021/12/18,4500,96,5.423728814,46.875,68,0,28,0,120,4.571428571,21,25.28571429,0,13
1115,89,300,1, ,0,3,530,2020/6/21,2019/1/8,2021/12/16,4200,72,4.075471698,58.33333333,53,3,12,4,140,3.789473684,19,27.89473684,0,15
1116,90,200,2,与子女同住,0,3,308,2019/12/25,2019/2/20,2020/9/25,2394,50,4.87012987,47.88,50,0,0,0,90,3.125,16,19.25,1,462
1117,89,200,2,与子女同住,0,3,511,2020/6/8,2019/1/14,2021/12/27,2594,50,2.935420744,51.88,50,0,0,0,135,4.166666667,12,42.58333333,0,4
1118,89,200,2,与子女同住,1,1,517,2020/6/22,2019/1/22,2021/12/13,2982,71,4.119922631,42,46,0,25,0,90,3.736842105,19,27.21052632,0,18
1119,89,200,2,与子女同住,0,1,368,2020/1/13,2019/1/10,2021/12/28,2506.62,68,5.543478261,36.86205882,59,0,9,0,108,3.578947368,19,19.36842105,0,3
1120,89,300,1, ,0,1,526,2020/6/29,2019/1/20,2021/12/29,4500,44,2.509505703,102.2727273,30,0,12,2,200,3.142857143,14,37.57142857,0,2
1121,89,200,2,与子女同住,1,1,532,2020/6/23,2019/1/8,2021/12/22,3000,48,2.706766917,62.5,43,1,4,0,120,3.2,15,35.46666667,0,9
1122,89,300,1, ,0,1,526,2020/6/26,2019/1/17,2021/12/29,4500,59,3.365019011,76.27118644,59,0,0,0,160,3.933333333,15,35.06666667,0,2
1123,89,200,2,与子女同住,1,1,535,2020/6/29,2019/1/11,2021/12/21,2068.6,60,3.364485981,34.47666667,48,0,12,0,90,4.285714286,14,38.21428571,0,10
1124,89,1200,0,与子女同住,0,3,539,2020/6/29,2019/1/7,2021/12/27,17923.5,285,15.86270872,62.88947368,191,56,23,15,120,4.130434783,69,7.811594203,0,4
1125,89,200,2,与配偶及子女同住,1,3,537,2020/6/23,2019/1/3,2021/12/26,2492,59,3.296089385,42.23728814,27,0,29,3,120,1.552631579,38,14.13157895,0,5
1126,89,400,0, ,0,3,156,2019/6/21,2019/1/16,2021/12/20,1744,36,6.923076923,48.44444444,22,0,14,0,100,5.142857143,7,22.28571429,0,11
1127,89,200,2, ,1,3,536,2020/6/22,2019/1/3,2021/12/28,2462,128,7.164179104,19.234375,12,0,113,3,120,1.094017094,117,4.581196581,0,3
1128,89,200,2, ,0,1,531,2020/6/22,2019/1/8,2021/12/10,3000,43,2.429378531,69.76744186,43,0,0,0,144,3.071428571,14,37.92857143,0,21
1129,89,400,0, ,0,1,534,2020/6/30,2019/1/13,2021/12/28,5717.2,89,5,64.23820225,88,0,1,0,112,3.296296296,27,19.77777778,0,3
1130,89,300,1,与子女同住,0,1,510,2020/6/12,2019/1/19,2021/12/26,4500,58,3.411764706,77.5862069,56,0,1,1,170,4.461538462,13,39.23076923,0,5
1131,89,200,2, ,0,1,530,2020/6/30,2019/1/17,2021/12/28,2306.4,32,1.811320755,72.075,32,0,0,0,150,3.2,10,53,0,3
1132,89,200,2, ,0,1,522,2020/6/15,2019/1/10,2021/12/30,2654,38,2.183908046,69.84210526,38,0,0,0,150,3.166666667,12,43.5,0,1
1133,89,200,2,与子女同住,0,1,195,2019/7/17,2019/1/3,2021/2/25,1104,46,7.076923077,24,0,0,46,0,24,1,46,4.239130435,1,309
1134,89,400,0, ,1,3,536,2020/6/28,2019/1/9,2021/12/17,4759,73,4.085820896,65.19178082,48,0,25,0,150,1.738095238,42,12.76190476,0,14
1135,89,400,0, ,0,1,535,2020/6/30,2019/1/12,2021/12/29,5816,96,5.38317757,60.58333333,96,0,0,0,120,3.84,25,21.4,0,2
1136,89,300,1, ,0,1,532,2020/6/26,2019/1/11,2021/12/27,3816,66,3.721804511,57.81818182,44,0,22,0,164,1.783783784,37,14.37837838,0,4
1137,89,100,3,偶居,1,1,531,2020/6/28,2019/1/14,2021/8/26,1176,33,1.86440678,35.63636364,14,0,19,0,80,1.5,22,24.13636364,1,127
1138,88,800,2,与子女同住,0,1,527,2020/6/29,2019/1/19,2021/12/22,2799.92,67,3.814041746,41.78985075,50,3,4,10,90,2.576923077,26,20.26923077,0,9
1139,88,200,2, ,0,1,525,2020/6/24,2019/1/16,2021/12/20,2800,76,4.342857143,36.84210526,58,1,16,1,70,4.222222222,18,29.16666667,0,11
1140,88,200,2, ,1,3,13,2020/6/26,2020/6/13,2021/12/27,558,15,15,37.2,11,0,4,0,70,5,3,4.333333333,0,4
1141,88,200,2,与子女同住,0,1,516,2020/6/17,2019/1/18,2021/12/26,2561.2,112,6.511627907,22.86785714,105,0,7,0,43.2,4.148148148,27,19.11111111,0,5
1142,89,100,3,与配偶及子女同住,1,1,151,2019/7/26,2019/2/25,2020/8/19,900,38,7.549668874,23.68421053,0,0,38,0,240,1,38,3.973684211,1,499
1143,88,400,0,与子女同住,1,3,534,2020/6/27,2019/1/10,2021/12/28,5598.9,101,5.674157303,55.43465347,90,3,4,4,100,3.740740741,27,19.77777778,0,3
1144,88,200,2,与子女同住,1,3,522,2020/6/24,2019/1/19,2021/12/9,2999.46,42,2.413793103,71.41571429,41,0,0,1,160,3.5,12,43.5,0,22
1145,88,300,1, ,0,,535,2020/6/27,2019/1/9,2021/12/28,4363.8,126,7.065420561,34.63333333,115,8,3,0,60,3.6,35,15.28571429,0,3
1146,88,200,2,与子女同住,0,1,9,2020/6/28,2020/6/19,2021/12/24,600,7,7,85.71428571,4,0,2,1,170,3.5,2,4.5,0,7
1147,88,400,0,与配偶及子女同住,0,3,291,2020/1/10,2019/3/25,2021/12/8,3310,42,4.329896907,78.80952381,2,9,5,26,140,3,14,20.78571429,0,23
1148,88,100,3,独居,1,1,196,2019/7/31,2019/1/16,2021/12/29,684,32,4.897959184,21.375,0,0,32,0,24,1.066666667,30,6.533333333,0,2
1149,88,200,2, ,0,3,529,2020/6/21,2019/1/9,2021/12/20,2800,60,3.402646503,46.66666667,45,1,14,0,100,4,15,35.26666667,0,11
1150,88,200,2, ,0,3,520,2020/6/21,2019/1/18,2021/12/9,3000,44,2.538461538,68.18181818,43,0,1,0,140,2.933333333,15,34.66666667,0,22
1151,88,200,2, ,0,1,484,2020/6/12,2019/2/14,2021/12/23,2646,41,2.541322314,64.53658537,32,0,9,0,120,2.5625,16,30.25,0,8
1152,88,100,3, ,0,3,352,2020/1/13,2019/1/26,2021/12/26,348,6,0.511363636,58,6,0,0,0,104,3,2,176,0,5
1153,88,200,2,与子女同住,1,1,245,2020/6/27,2019/10/26,2021/12/24,975.4,16,1.959183673,60.9625,14,0,2,0,95.4,2,8,30.625,0,7
1154,88,400,0, ,0,3,528,2020/6/29,2019/1/18,2021/12/21,5990.4,106,6.022727273,56.51320755,96,4,6,0,102,3.533333333,30,17.6,0,10
1155,88,300,1,与子女同住,1,1,542,2020/6/27,2019/1/2,2021/12/19,2104.2,67,3.708487085,31.40597015,50,0,17,0,126,4.1875,16,33.875,0,12
1156,88,200,2, ,1,1,514,2020/6/14,2019/1/17,2021/12/9,2846,41,2.392996109,69.41463415,41,0,0,0,150,3.153846154,13,39.53846154,0,22
1157,88,200,2, ,0,1,531,2020/6/29,2019/1/15,2021/12/7,2994,46,2.598870056,65.08695652,41,0,5,0,140,3.538461538,13,40.84615385,0,24
1158,88,400,0, ,1,1,536,2020/6/27,2019/1/8,2021/12/10,5310,111,6.212686567,47.83783784,111,0,0,0,80,3.363636364,33,16.24242424,0,21
1159,88,300,1, ,0,3,538,2020/6/30,2019/1/9,2021/12/14,3910,71,3.959107807,55.07042254,71,0,0,0,110,2.958333333,24,22.41666667,0,17
1160,88,400,1, ,1,,526,2020/6/27,2019/1/18,2021/12/27,5861,87,4.961977186,67.36781609,87,0,0,0,115,3,29,18.13793103,0,4
1161,88,200,2, ,1,1,16,2020/6/26,2020/6/10,2021/12/27,600,16,16,37.5,10,0,6,0,70,5.333333333,3,5.333333333,0,4
1162,88,300,1,独居,0,1,349,2019/12/26,2019/1/11,2021/7/2,1394,49,4.212034384,28.44897959,10,0,39,0,80,1.166666667,42,8.30952381,1,182
1163,88,200,2, ,0,1,523,2020/6/13,2019/1/7,2021/12/23,2471,121,6.940726577,20.4214876,23,0,90,8,80,1.273684211,95,5.505263158,0,8
1164,88,200,2,与子女同住,1,1,517,2020/6/9,2019/1/9,2021/12/21,2790,45,2.611218569,62,45,0,0,0,108,3.214285714,14,36.92857143,0,10
1165,88,400,0,与配偶及子女同住,0,1,542,2020/6/30,2019/1/5,2021/12/27,5966,119,6.586715867,50.13445378,82,3,27,7,100,3.838709677,31,17.48387097,0,4
1166,87,300,1, ,0,1,522,2020/6/28,2019/1/23,2021/12/29,3668,54,3.103448276,67.92592593,54,0,0,0,150,3.6,15,34.8,0,2
1167,87,200,2, ,1,1,521,2020/6/16,2019/1/12,2021/12/15,2792,42,2.418426104,66.47619048,40,1,0,1,140,3,14,37.21428571,0,16
1168,87,300,1,与子女同住,0,3,542,2020/6/30,2019/1/5,2021/9/16,6487.5,128,7.084870849,50.68359375,108,0,20,0,360,4,32,16.9375,1,106
1169,87,100,3,偶居,1,3,462,2020/6/15,2019/3/11,2021/12/17,1186.4,67,4.350649351,17.70746269,9,0,58,0,90,1.634146341,41,11.26829268,0,14
1170,87,300,1, ,0,1,520,2020/6/19,2019/1/16,2021/12/20,4192,79,4.557692308,53.06329114,55,1,21,2,140,4.388888889,18,28.88888889,0,11
1171,87,200,2, ,1,3,529,2020/6/29,2019/1/17,2021/12/24,2777,57,3.232514178,48.71929825,43,1,13,0,120,3.8,15,35.26666667,0,7
1172,87,300,1,与子女同住,0,3,537,2020/6/29,2019/1/9,2021/12/16,4200,73,4.078212291,57.53424658,48,7,3,15,110,3.476190476,21,25.57142857,0,15
1173,87,100,3,偶居,1,1,126,2019/7/30,2019/3/26,2021/12/28,684,54,12.85714286,12.66666667,0,0,54,0,24,1.018867925,53,2.377358491,0,3
1174,87,300,1, ,0,1,530,2020/6/22,2019/1/9,2021/12/30,4453,77,4.358490566,57.83116883,71,2,4,0,104,3.5,22,24.09090909,0,1
1175,87,200,2, ,1,0,187,2019/7/23,2019/1/17,2020/8/12,1596,106,17.00534759,15.05660377,0,0,106,0,24,1,106,1.764150943,1,506
1176,87,200,2,与配偶及子女同住,1,1,526,2020/6/24,2019/1/15,2021/12/30,2800,48,2.737642586,58.33333333,46,0,2,0,120,3.2,15,35.06666667,0,1
1177,87,200,2,独居,0,1,526,2020/6/16,2019/1/7,2021/12/10,3000,66,3.764258555,45.45454545,46,2,16,2,104,4.714285714,14,37.57142857,0,21
1178,87,300,1,与配偶及子女同住,0,1,512,2020/6/24,2019/1/29,2021/12/18,4477,63,3.69140625,71.06349206,61,2,0,0,125,2.739130435,23,22.26086957,0,13
1179,87,200,2, ,0,1,11,2020/6/24,2020/6/13,2021/12/24,600,7,7,85.71428571,7,0,0,0,152,3.5,2,5.5,0,7
1180,87,200,2,与子女同住,1,1,532,2020/6/23,2019/1/8,2021/12/23,2974,50,2.819548872,59.48,41,0,9,0,140,3.571428571,14,38,0,8
1181,87,300,1, ,0,1,169,2020/1/16,2019/7/31,2021/12/22,1534,20,3.550295858,76.7,20,0,0,0,300,3.333333333,6,28.16666667,0,9
1182,87,200,2, ,0,3,156,2019/6/17,2019/1/12,2021/12/17,1000,21,4.038461538,47.61904762,20,0,0,1,80,4.2,5,31.2,0,14
1183,87,300,1, ,0,3,518,2020/6/23,2019/1/22,2021/12/27,4466,68,3.938223938,65.67647059,55,0,11,2,135,3.578947368,19,27.26315789,0,4
1184,87,300,1, ,1,0,526,2020/6/29,2019/1/20,2021/12/29,4500,33,1.882129278,136.3636364,31,0,1,1,200,2.357142857,14,37.57142857,0,2
1185,87,200,2,与子女同住,0,0,531,2020/6/27,2019/1/13,2021/12/24,2477.7,59,3.333333333,41.99491525,59,0,0,0,90,3.6875,16,33.1875,0,7
1186,87,200,2,与子女同住,0,3,7,2020/6/30,2020/6/23,2021/12/21,593.2,9,9,65.91111111,8,0,1,0,106,4.5,2,3.5,0,10
1187,87,200,2, ,0,3,146,2019/7/29,2019/3/5,2021/9/16,418,22,4.520547945,19,0,0,22,0,24,1.047619048,21,6.952380952,1,106
1188,87,300,1,与子女同住,1,1,532,2020/6/24,2019/1/9,2021/12/29,3300,59,3.327067669,55.93220339,59,0,0,0,152,2.95,20,26.6,0,2
1189,87,300,1, ,0,1,539,2020/6/30,2019/1/8,2021/12/29,4500,94,5.231910946,47.87234043,75,0,16,3,100,3.76,25,21.56,0,2
1190,87,100,3, ,1,0,216,2019/10/22,2019/3/20,2021/6/25,616,18,2.5,34.22222222,6,0,12,0,100,1.384615385,13,16.61538462,1,189
1191,87,200,2,独居,0,3,334,2019/12/19,2019/1/19,2021/12/30,1660,25,2.245508982,66.4,22,3,0,0,120,2.5,10,33.4,0,1
1192,87,400,0, ,0,,534,2020/6/26,2019/1/9,2021/12/30,5970,126,7.078651685,47.38095238,114,7,3,2,90,3.405405405,37,14.43243243,0,1
1193,87,200,2,与子女同住,0,1,510,2020/6/17,2019/1/24,2021/12/17,2164,41,2.411764706,52.7804878,41,0,0,0,150,3.153846154,13,39.23076923,0,14
1194,87,200,2, ,0,1,533,2020/6/24,2019/1/8,2021/12/20,2800,57,3.208255159,49.12280702,46,1,9,1,106,3.8,15,35.53333333,0,11
1195,86,200,2, ,1,1,119,2019/7/30,2019/4/2,2021/3/15,1222,84,21.17647059,14.54761905,0,0,84,0,24,1.024390244,82,1.451219512,1,291
1196,86,400,0,与配偶及子女同住,0,1,534,2020/6/24,2019/1/7,2021/12/27,6000,97,5.449438202,61.8556701,77,1,16,3,140,3.730769231,26,20.53846154,0,4
1197,86,200,2,与配偶及子女同住,1,3,512,2020/6/23,2019/1/28,2021/12/11,2720,60,3.515625,45.33333333,55,1,4,0,80,3.529411765,17,30.11764706,0,20
1198,86,200,2, ,1,1,482,2020/6/20,2019/2/24,2021/12/10,2656,63,3.921161826,42.15873016,57,0,3,3,90,3.15,20,24.1,0,21
1199,86,200,2, ,0,1,373,2020/1/11,2019/1/3,2021/12/29,1553.8,95,7.64075067,16.35578947,0,0,84,11,60,1.079545455,88,4.238636364,0,2
1200,86,400,0,与子女同住,0,3,532,2020/6/25,2019/1/10,2021/12/24,5591.5,112,6.315789474,49.92410714,104,1,0,7,90,2.871794872,39,13.64102564,0,7
1201,86,200,2, ,0,3,522,2020/6/12,2019/1/7,2021/12/23,2800,42,2.413793103,66.66666667,41,0,1,0,140,3.230769231,13,40.15384615,0,8
1202,86,200,2, ,0,1,540,2020/6/30,2019/1/7,2021/12/23,2800,45,2.5,62.22222222,0,16,0,29,120,2.5,18,30,0,8
1203,86,200,2, ,0,1,529,2020/6/29,2019/1/17,2021/12/7,2800,42,2.381852552,66.66666667,42,0,0,0,120,3,14,37.78571429,0,24
1204,86,300,1, ,1,3,525,2020/6/16,2019/1/8,2021/12/27,3852,150,8.571428571,25.68,19,1,105,25,120,1.304347826,115,4.565217391,0,4
1205,86,200,2,与子女同住,0,3,525,2020/6/26,2019/1/18,2021/12/21,3000,36,2.057142857,83.33333333,36,0,0,0,170,2.769230769,13,40.38461538,0,10
1206,86,200,2, ,0,1,533,2020/6/30,2019/1/14,2021/12/25,2481,57,3.208255159,43.52631579,51,0,6,0,150,2.85,20,26.65,0,6
1207,86,200,2,与配偶及子女同住,1,3,239,2019/11/12,2019/3/18,2021/12/16,1395,73,9.163179916,19.10958904,0,0,70,3,60,1.013888889,72,3.319444444,0,15
1208,86,200,2,与配偶及子女同住,1,3,178,2019/7/25,2019/1/28,2021/12/24,696,30,5.056179775,23.2,0,0,30,0,24,1,30,5.933333333,0,7
1209,86,100,3,与子女同住,0,3,520,2020/6/22,2019/1/19,2021/12/23,1578,29,1.673076923,54.4137931,28,0,1,0,80,3.222222222,9,57.77777778,0,8
1210,86,300,1,与子女同住,0,1,523,2020/6/28,2019/1/22,2021/12/24,5703,92,5.277246654,61.98913043,60,0,19,13,140,4.380952381,21,24.9047619,0,7
1211,86,200,2, ,1,1,520,2020/6/11,2019/1/8,2021/12/20,2330,43,2.480769231,54.18604651,43,0,0,0,150,3.071428571,14,37.14285714,0,11
1212,86,200,2, ,1,1,530,2020/6/22,2019/1/9,2021/12/16,2800,58,3.283018868,48.27586207,48,0,10,0,100,4.142857143,14,37.85714286,0,15
1213,86,200,2,与子女同住,1,1,533,2020/6/23,2019/1/7,2021/9/10,2464,73,4.108818011,33.75342466,20,0,52,1,120,1.25862069,58,9.189655172,1,112
1214,86,100,3, ,0,1,122,2019/5/17,2019/1/15,2021/1/28,516,22,5.409836066,23.45454545,0,0,22,0,24,1,22,5.545454545,1,337
1215,86,100,3, ,1,1,471,2020/6/19,2019/3/6,2021/12/13,1356.8,39,2.484076433,34.78974359,13,0,22,4,240,1.772727273,22,21.40909091,0,18
1216,86,200,2, ,0,1,534,2020/6/27,2019/1/10,2021/12/20,2788,77,4.325842697,36.20779221,60,0,17,0,70,4.8125,16,33.375,0,11
1217,86,100,3,与子女同住,1,3,48,2019/12/25,2019/11/7,2021/12/8,883,14,8.75,63.07142857,14,0,0,0,104,2.8,5,9.6,0,23
1218,86,100,3,与配偶及子女同住,1,0,147,2019/7/30,2019/3/5,2021/1/28,696,30,6.12244898,23.2,0,0,30,0,24,1.034482759,29,5.068965517,1,337
1219,86,100,3, ,0,1,514,2020/6/27,2019/1/30,2021/12/13,1343,37,2.159533074,36.2972973,17,0,18,2,204,1.681818182,22,23.36363636,0,18
1220,86,100,3, ,1,1,515,2020/6/12,2019/1/14,2020/9/7,810,61,3.553398058,13.27868852,3,0,58,0,64,1.033898305,59,8.728813559,1,480
1221,86,400,0, ,0,1,529,2020/6/28,2019/1/16,2021/12/23,4178,60,3.402646503,69.63333333,60,0,0,0,174,3.529411765,17,31.11764706,0,8
1222,86,100,3, ,0,1,532,2020/6/29,2019/1/14,2021/6/6,1688,29,1.635338346,58.20689655,27,0,0,2,240,4.142857143,7,76,1,208
1223,86,200,2, ,1,1,533,2020/6/23,2019/1/7,2021/12/20,2800,56,3.151969981,50,48,1,6,1,106,3.733333333,15,35.53333333,0,11
1224,86,300,1, ,0,,528,2020/6/28,2019/1/17,2021/12/26,4480,73,4.147727273,61.36986301,73,0,0,0,105,3.041666667,24,22,0,5
1225,86,200,2, ,0,1,521,2020/6/12,2019/1/8,2021/12/30,2826,41,2.36084453,68.92682927,41,0,0,0,150,3.153846154,13,40.07692308,0,1
1226,86,200,2, ,1,1,520,2020/6/10,2019/1/7,2021/9/22,1390,84,4.846153846,16.54761905,9,0,75,0,80,1.090909091,77,6.753246753,1,100
1227,86,100,3, ,1,1,283,2019/12/28,2019/3/20,2021/12/17,985,16,1.696113074,61.5625,14,0,0,2,127.2,2.666666667,6,47.16666667,0,14
1228,86,200,2, ,0,1,301,2019/10/31,2019/1/3,2021/12/21,1759.2,71,7.07641196,24.77746479,0,0,59,12,45,1.092307692,65,4.630769231,0,10
1229,86,200,2,与子女同住,1,1,372,2020/1/13,2019/1/6,2021/12/20,2598.24,75,6.048387097,34.6432,62,0,13,0,72,5,15,24.8,0,11
1230,86,200,2, ,1,1,537,2020/6/27,2019/1/7,2021/12/20,2800,84,4.69273743,33.33333333,47,0,37,0,70,6,14,38.35714286,0,11
1231,86,200,2, ,0,3,520,2020/6/21,2019/1/18,2021/12/18,2975,47,2.711538462,63.29787234,47,0,0,0,110,3.357142857,14,37.14285714,0,13
1232,86,400,0, ,0,1,159,2020/6/26,2020/1/19,2021/12/30,970,15,2.830188679,64.66666667,12,0,3,0,140,5,3,53,0,1
1233,85,300,1, ,0,1,530,2020/6/21,2019/1/8,2021/12/16,4200,65,3.679245283,64.61538462,58,1,5,1,140,3.611111111,18,29.44444444,0,15
1234,85,300,1, ,1,3,540,2020/6/30,2019/1/7,2021/12/17,4200,75,4.166666667,56,69,0,2,4,110,3.409090909,22,24.54545455,0,14
1235,85,100,3, ,1,3,89,2019/6/26,2019/3/29,2021/12/16,600,25,8.426966292,24,0,0,25,0,24,1,25,3.56,0,15
